id,make,model,submodel,modification_key,modification,fuel,door_count,capacity,power1,power2,weight,construction_start,construction_end,meta,final_submodel,parsed_model,parsed_engine_type,parsed_engine_size,parsed_options,parsed_category,parsed_transmission
587,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,693751d1-54cd-55ff-bc5e-6bc63c098a18,Golf Variant 1.4 TSI Comfortline DSG,E,5,1395,90,122,1.86,2013,2016,"{""raw"":""Golf Variant 1.4 TSI Comfortline DSG\nE\n5\n1395\n 90 (122)\n1.86\n2013 - 2016""}",,Golf Variant,TSI,1.4,Comfortline DSG,Estate Car,automatic
588,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,786b2ee7-804c-5b49-955a-19d00ccfd503,Golf Variant 1.4 TSI Comfortline M6,E,5,1395,90,122,1.86,2013,2016,"{""raw"":""Golf Variant 1.4 TSI Comfortline M6\nE\n5\n1395\n 90 (122)\n1.86\n2013 - 2016""}",,Golf Variant,TSI,1.4,Comfortline M6,Estate Car,manual
589,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,06eaa5d1-bde2-5dc3-a5db-38609e7ab3e0,Golf Variant 1.4 TSI Trendline DSG,E,5,1395,90,122,1.86,2013,2016,"{""raw"":""Golf Variant 1.4 TSI Trendline DSG\nE\n5\n1395\n 90 (122)\n1.86\n2013 - 2016""}",,Golf Variant,TSI,1.4,Trendline DSG,Estate Car,automatic
590,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,bfdb9f37-bbae-51e0-b049-d100b3d17e97,Golf Variant 1.4 TSI Trendline M6,E,5,1395,90,122,1.86,2013,2016,"{""raw"":""Golf Variant 1.4 TSI Trendline M6\nE\n5\n1395\n 90 (122)\n1.86\n2013 - 2016""}",,Golf Variant,TSI,1.4,Trendline M6,Estate Car,manual
591,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,daa46332-3f27-5c53-9a93-5995e376f1d1,Golf Variant 1.4 TSI Comfortline DSG,E,5,1395,103,140,1.88,2013,2016,"{""raw"":""Golf Variant 1.4 TSI Comfortline DSG\nE\n5\n1395\n 103 (140)\n1.88\n2013 - 2016""}",,Golf Variant,TSI,1.4,Comfortline DSG,Estate Car,automatic
592,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,dbaeb1c0-8b21-5f9e-a34f-e6de58bab76b,Golf Variant 2.0 R 4Motion,E,5,1984,221,300,1.88,2013,2015,"{""raw"":""Golf Variant 2.0 R 4Motion\nE\n5\n1984\n 221 (300)\n1.88\n2013 - 2015""}",,Golf Variant,R,2,4Motion,Estate Car,manual
605,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,d6f7dee4-ab89-5b12-bb83-b2de446f01ac,Golf 1.2 TSI Trendline DSG,E,5,1197,81,110,1.73,2014,2016,"{""raw"":""Golf 1.2 TSI Trendline DSG\nE\n5\n1197\n 81 (110)\n1.73\n2014 - 2016""}",,Golf,TSI,1.2,Trendline DSG,Small Car,automatic
606,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,9316c865-1821-529d-8741-3ff4adfaf40e,Golf 1.2 TSI Trendline M6,E,5,1197,81,110,1.73,2014,2016,"{""raw"":""Golf 1.2 TSI Trendline M6\nE\n5\n1197\n 81 (110)\n1.73\n2014 - 2016""}",,Golf,TSI,1.2,Trendline M6,Small Car,manual
607,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,316a96a0-4428-53ee-b0e3-96270c4e5959,Golf 1.4 TSI Trendline M6,E,3,1395,92,125,1.73,2014,2016,"{""raw"":""Golf 1.4 TSI Trendline M6\nE\n3\n1395\n 92 (125)\n1.73\n2014 - 2016""}",,Golf,TSI,1.4,Trendline M6,Small Car,manual
608,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,7ad20a9f-4b09-5d6b-b9b6-302ff8395723,Golf 1.4 TSI Comfortline DSG,E,5,1395,92,125,1.73,2014,2016,"{""raw"":""Golf 1.4 TSI Comfortline DSG\nE\n5\n1395\n 92 (125)\n1.73\n2014 - 2016""}",,Golf,TSI,1.4,Comfortline DSG,Small Car,automatic
609,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,745125af-e71b-587a-a9d2-35b23adade11,Golf 1.4 TSI Comfortline M6,E,5,1395,92,125,1.73,2014,2016,"{""raw"":""Golf 1.4 TSI Comfortline M6\nE\n5\n1395\n 92 (125)\n1.73\n2014 - 2016""}",,Golf,TSI,1.4,Comfortline M6,Small Car,manual
610,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,907cc664-93ef-59c9-a86d-e6c72f91f06e,Golf 1.4 TSI Trendline DSG,E,5,1395,92,125,1.73,2014,2016,"{""raw"":""Golf 1.4 TSI Trendline DSG\nE\n5\n1395\n 92 (125)\n1.73\n2014 - 2016""}",,Golf,TSI,1.4,Trendline DSG,Small Car,automatic
611,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,5d5e2d67-5160-5061-a03c-9d90b08cbb1d,Golf 1.4 TSI Trendline M6,E,5,1395,92,125,1.73,2014,2017,"{""raw"":""Golf 1.4 TSI Trendline M6\nE\n5\n1395\n 92 (125)\n1.73\n2014 - 2017""}",,Golf,TSI,1.4,Trendline M6,Small Car,manual
612,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,e6fe3c50-a533-5a54-bdbb-f57a7c8ddcd2,Golf 1.4 TSI Comfortline DSG,E,5,1395,110,149,1.78,2014,2016,"{""raw"":""Golf 1.4 TSI Comfortline DSG\nE\n5\n1395\n 110 (149)\n1.78\n2014 - 2016""}",,Golf,TSI,1.4,Comfortline DSG,Small Car,automatic
613,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,cf853360-217b-5965-9448-4d22b122b8af,Golf 1.4 TSI Comfortline M6,E,5,1395,110,149,1.78,2014,2016,"{""raw"":""Golf 1.4 TSI Comfortline M6\nE\n5\n1395\n 110 (149)\n1.78\n2014 - 2016""}",,Golf,TSI,1.4,Comfortline M6,Small Car,manual
614,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,f56e8451-9b92-5908-b305-e0d5429f1fd2,Golf e-Golf,ELEKTRA,5,0,85,115,1.96,2014,2016,"{""raw"":""Golf e-Golf\nELEKTRA\n5\n0\n 85 (115)\n1.96\n2014 - 2016""}",,Golf,e-Golf,,,Small Car,manual
615,VW,GOLF ALLTRACK (2014 - 2020) ,VW GOLF ALLTRACK (2014 - 2020)  Universalas,54360ec6-19c8-5a27-8383-b6dad0c43adc,Golf 1.6 TDI-CR BlueMotion Alltrack 4Motion,D,5,1598,81,110,2.03,2014,2017,"{""raw"":""Golf 1.6 TDI-CR BlueMotion Alltrack 4Motion\nD\n5\n1598\n 81 (110)\n2.03\n2014 - 2017""}",,Golf,TDI-CR,1.6,BlueMotion Alltrack 4Motion,Estate Car,automatic
616,VW,GOLF ALLTRACK (2014 - 2020) ,VW GOLF ALLTRACK (2014 - 2020)  Universalas,676dec2e-dd9b-5eea-b63d-fa349cf89a76,Golf 2.0 TDI-CR BlueMotion Alltrack 4Motion,D,5,1968,110,149,2.01,2014,2017,"{""raw"":""Golf 2.0 TDI-CR BlueMotion Alltrack 4Motion\nD\n5\n1968\n 110 (149)\n2.01\n2014 - 2017""}",,Golf,TDI-CR,2,BlueMotion Alltrack 4Motion,Estate Car,automatic
617,VW,GOLF ALLTRACK (2014 - 2020) ,VW GOLF ALLTRACK (2014 - 2020)  Universalas,4f68eb16-377c-597c-997d-e40958a89008,Golf 1.8 TSI BlueMotion Alltrack 4Motion Aut.,E,5,1798,132,179,2.04,2014,2018,"{""raw"":""Golf 1.8 TSI BlueMotion Alltrack 4Motion Aut.\nE\n5\n1798\n 132 (179)\n2.04\n2014 - 2018""}",,Golf,TSI,1.8,BlueMotion Alltrack 4Motion Aut.,Estate Car,automatic
618,VW,GOLF ALLTRACK (2014 - 2020) ,VW GOLF ALLTRACK (2014 - 2020)  Universalas,30d96c49-82c9-572e-8b71-cb87cc4c11ab,Golf 2.0 TSI BlueMotion Alltrack 4Motion Aut.,E,5,1968,135,183,2.08,2014,2017,"{""raw"":""Golf 2.0 TSI BlueMotion Alltrack 4Motion Aut.\nE\n5\n1968\n 135 (183)\n2.08\n2014 - 2017""}",,Golf,TSI,2,BlueMotion Alltrack 4Motion Aut.,Estate Car,automatic
619,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,46c8d676-ef78-5cf8-b75c-ca85a9fc90ba,Golf Sportsvan 1.6 TDI Highline DSG,D,5,1598,81,110,1.83,2014,2017,"{""raw"":""Golf Sportsvan 1.6 TDI Highline DSG\nD\n5\n1598\n 81 (110)\n1.83\n2014 - 2017""}",,Golf Sportsvan,TDI,1.6,Highline DSG,Estate Car,automatic
620,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,ffec3810-cf10-5dba-bf0d-8ba3a5747742,Golf Sportsvan 1.6 TDI Comfortline DSG,D,5,1598,81,110,1.83,2014,2017,"{""raw"":""Golf Sportsvan 1.6 TDI Comfortline DSG\nD\n5\n1598\n 81 (110)\n1.83\n2014 - 2017""}",,Golf Sportsvan,TDI,1.6,Comfortline DSG,Estate Car,automatic
621,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,e7442591-72c6-597b-bd99-672126f3b1ef,Golf Sportsvan 1.6 TDI Comfortline M5,D,5,1598,81,110,1.83,2014,2017,"{""raw"":""Golf Sportsvan 1.6 TDI Comfortline M5\nD\n5\n1598\n 81 (110)\n1.83\n2014 - 2017""}",,Golf Sportsvan,TDI,1.6,Comfortline M5,Estate Car,manual
622,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,b766c88e-eb0d-58a4-a7aa-2cfbcef7f16d,Golf Sportsvan 1.6 TDI Trendline M5,D,5,1598,81,110,1.83,2014,2017,"{""raw"":""Golf Sportsvan 1.6 TDI Trendline M5\nD\n5\n1598\n 81 (110)\n1.83\n2014 - 2017""}",,Golf Sportsvan,TDI,1.6,Trendline M5,Estate Car,manual
623,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,6a06a268-b3d5-5e2a-9931-0a610a7756ed,Golf Sportsvan 2.0 TDI Highline,D,5,1968,110,149,1.83,2014,2017,"{""raw"":""Golf Sportsvan 2.0 TDI Highline\nD\n5\n1968\n 110 (149)\n1.83\n2014 - 2017""}",,Golf Sportsvan,TDI,2,Highline,Estate Car,manual
624,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,11d557f8-6090-54e4-a2cb-ef42f1710ff1,Golf Sportsvan 1.2 TSI Trendline M5,E,5,1197,63,85,1.84,2014,2017,"{""raw"":""Golf Sportsvan 1.2 TSI Trendline M5\nE\n5\n1197\n 63 (85)\n1.84\n2014 - 2017""}",,Golf Sportsvan,TSI,1.2,Trendline M5,Estate Car,manual
625,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,abd44cc4-45b7-59dc-9928-a82270153272,Golf Sportsvan 1.2 TSI Trendline DSG,E,5,1197,81,110,1.87,2014,2017,"{""raw"":""Golf Sportsvan 1.2 TSI Trendline DSG\nE\n5\n1197\n 81 (110)\n1.87\n2014 - 2017""}",,Golf Sportsvan,TSI,1.2,Trendline DSG,Estate Car,automatic
626,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,b8ac83f2-e2b3-5338-9bac-48f731d4257c,Golf Sportsvan 1.2 TSI Trendline M6,E,5,1197,81,110,1.87,2014,2017,"{""raw"":""Golf Sportsvan 1.2 TSI Trendline M6\nE\n5\n1197\n 81 (110)\n1.87\n2014 - 2017""}",,Golf Sportsvan,TSI,1.2,Trendline M6,Estate Car,manual
627,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,554353e5-348f-5b60-9573-3bfab9b00a25,Golf Sportsvan 1.4 TSI Trendline DSG,E,5,1395,92,125,1.88,2014,2017,"{""raw"":""Golf Sportsvan 1.4 TSI Trendline DSG\nE\n5\n1395\n 92 (125)\n1.88\n2014 - 2017""}",,Golf Sportsvan,TSI,1.4,Trendline DSG,Estate Car,automatic
628,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,d3e529ec-30f3-54c2-bcc7-d43490f02c07,Golf Sportsvan 1.4 TSI Comfortline DSG,E,5,1395,92,125,1.88,2014,2017,"{""raw"":""Golf Sportsvan 1.4 TSI Comfortline DSG\nE\n5\n1395\n 92 (125)\n1.88\n2014 - 2017""}",,Golf Sportsvan,TSI,1.4,Comfortline DSG,Estate Car,automatic
629,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,f9ec4932-4dc7-55e2-8e12-68b6d857b631,Golf Sportsvan 1.4 TSI Trendline M6,E,5,1395,92,125,1.88,2014,2017,"{""raw"":""Golf Sportsvan 1.4 TSI Trendline M6\nE\n5\n1395\n 92 (125)\n1.88\n2014 - 2017""}",,Golf Sportsvan,TSI,1.4,Trendline M6,Estate Car,manual
630,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,f8b25986-c18f-534b-8dd3-b154d94d05ae,Golf Sportsvan 1.4 TSI Comfortline M6,E,5,1395,92,125,1.88,2014,2017,"{""raw"":""Golf Sportsvan 1.4 TSI Comfortline M6\nE\n5\n1395\n 92 (125)\n1.88\n2014 - 2017""}",,Golf Sportsvan,TSI,1.4,Comfortline M6,Estate Car,manual
631,VW,GOLF SPORTSVAN (2014 - 2020) ,VW GOLF SPORTSVAN (2014 - 2020)  Universalas,4075f690-ba98-51aa-926e-a07c9ed27f1f,Golf Sportsvan 1.4 TSI Highline DSG,E,5,1395,110,149,1.9,2014,2017,"{""raw"":""Golf Sportsvan 1.4 TSI Highline DSG\nE\n5\n1395\n 110 (149)\n1.9\n2014 - 2017""}",,Golf Sportsvan,TSI,1.4,Highline DSG,Estate Car,automatic
732,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,22dd6965-bf97-5190-82e6-fbccbcebffc0,Golf 1.2 TSI Comfortline,E,5,1197,81,110,1.73,2015,2017,"{""raw"":""Golf 1.2 TSI Comfortline\nE\n5\n1197\n 81 (110)\n1.73\n2015 - 2017""}",,Golf,TSI,1.2,Comfortline,Small Car,manual
733,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,1fcd0ab9-8b70-5464-b949-a0d7378aea95,Golf 1.4 TSI Plug-In-Hybrid GTE Aut.,PHEV,5,1395,150,203,2.04,2015,2021,"{""raw"":""Golf 1.4 TSI Plug-In-Hybrid GTE Aut.\nPHEV\n5\n1395\n 150 (203)\n2.04\n2015 - 2021""}",,Golf,TSI Plug-In-Hybrid GTE,1.4,Aut.,Small Car,automatic
783,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,16a31b49-9b40-5c38-9f04-2c2f30f1b1f0,Golf 1.6 TDI BlueMotion Trendline,D,5,1598,66,89,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Trendline\nD\n5\n1598\n 66 (89)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Trendline,Small Car,manual
784,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,7be3f0ee-afc5-5ba9-81ff-4655d045dcd5,Golf 1.6 TDI BlueMotion Trendline,D,3,1598,66,89,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Trendline\nD\n3\n1598\n 66 (89)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Trendline,Small Car,manual
785,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,1909e16d-b53a-5ce5-a528-8688cf0d1ec6,Golf 1.6 TDI BlueMotion Trendline,D,5,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Trendline\nD\n5\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Trendline,Small Car,manual
786,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,30acb231-8fb3-5bf2-b504-dad4be17fe95,Golf 1.6 TDI BlueMotion Highline,D,3,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Highline\nD\n3\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Highline,Small Car,manual
787,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,61deccd2-1da5-5404-bec8-191c1c55bef7,Golf 1.6 TDI BlueMotion Comfortline,D,3,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Comfortline\nD\n3\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Comfortline,Small Car,manual
788,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,cfdb0c5e-a3ac-5d05-a524-1826d73082b0,Golf 1.6 TDI BlueMotion Highline Aut.,D,3,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Highline Aut.\nD\n3\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Highline Aut.,Small Car,automatic
789,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,263ac145-98f5-5359-9a19-fa92717b7107,Golf 1.6 TDI BlueMotion Highline,D,5,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Highline\nD\n5\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Highline,Small Car,manual
790,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,86b91be4-e47e-5d34-9d11-ed9252ca52bd,Golf 1.6 TDI BlueMotion Comfortline,D,5,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Comfortline\nD\n5\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Comfortline,Small Car,manual
791,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,1e7583ac-872a-52e5-8024-59c894c76f67,Golf 1.6 TDI BlueMotion Highline Aut.,D,5,1598,85,115,1.8,2016,2021,"{""raw"":""Golf 1.6 TDI BlueMotion Highline Aut.\nD\n5\n1598\n 85 (115)\n1.8\n2016 - 2021""}",,Golf,TDI,1.6,BlueMotion Highline Aut.,Small Car,automatic
792,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,e4e5b744-50e0-5b62-adb4-1dbe8e0f24bf,Golf 2.0 TDI BlueMotion Highline Aut.,D,3,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Highline Aut.\nD\n3\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Highline Aut.,Small Car,automatic
793,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,344ddd80-e2a5-5014-a9d4-e202d6236fb4,Golf 2.0 TDI BlueMotion Comfortline,D,5,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Comfortline\nD\n5\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Comfortline,Small Car,manual
794,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,b49465c0-77e6-53d6-bc0c-b61172989913,Golf 2.0 TDI BlueMotion Highline,D,5,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Highline\nD\n5\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Highline,Small Car,manual
795,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,8724cf99-55f2-5fec-a5ba-542dcc04b2c4,Golf 2.0 TDI BlueMotion Highline,D,3,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Highline\nD\n3\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Highline,Small Car,manual
796,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,ac3cf24e-9bbe-55ac-b9fa-8ab8ebc64596,Golf 2.0 TDI BlueMotion Comfortline,D,3,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Comfortline\nD\n3\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Comfortline,Small Car,manual
797,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,89301424-6f0f-5baf-a618-c1267a91157e,Golf 2.0 TDI BlueMotion Highline Aut.,D,5,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Highline Aut.\nD\n5\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Highline Aut.,Small Car,automatic
798,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,830d1846-6af9-53e6-b3b9-013ac595e07e,Golf 2.0 TDI BlueMotion Highline 4Motion,D,5,1968,110,149,1.85,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion Highline 4Motion\nD\n5\n1968\n 110 (149)\n1.85\n2016 - 2021""}",,Golf,TDI,2,BlueMotion Highline 4Motion,Small Car,manual
799,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,0f241026-d8f2-51a6-be2c-0af01e64854d,Golf 2.0 TDI BlueMotion GTD,D,3,1968,135,183,1.89,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion GTD\nD\n3\n1968\n 135 (183)\n1.89\n2016 - 2021""}",,Golf,TDI,2,BlueMotion GTD,Small Car,manual
800,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,6f18307f-08fe-5b78-ab3a-4d2a49b66bae,Golf 2.0 TDI BlueMotion GTD Aut.,D,5,1968,135,183,1.89,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion GTD Aut.\nD\n5\n1968\n 135 (183)\n1.89\n2016 - 2021""}",,Golf,TDI,2,BlueMotion GTD Aut.,Small Car,automatic
801,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,54781dd0-4e9b-5d36-89e3-0b69caede5ca,Golf 2.0 TDI BlueMotion GTD,D,5,1968,135,183,1.89,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion GTD\nD\n5\n1968\n 135 (183)\n1.89\n2016 - 2021""}",,Golf,TDI,2,BlueMotion GTD,Small Car,manual
802,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,f4a316ce-9afb-5246-8aa3-62a05985c5d8,Golf 2.0 TDI BlueMotion GTD Aut.,D,3,1968,135,183,1.89,2016,2021,"{""raw"":""Golf 2.0 TDI BlueMotion GTD Aut.\nD\n3\n1968\n 135 (183)\n1.89\n2016 - 2021""}",,Golf,TDI,2,BlueMotion GTD Aut.,Small Car,automatic
803,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,10734bb0-b0e5-5df5-abcd-c14d7ccd1b87,Golf 1.0 TSI BlueMotion Trendline,E,3,999,63,85,1.72,2016,2021,"{""raw"":""Golf 1.0 TSI BlueMotion Trendline\nE\n3\n999\n 63 (85)\n1.72\n2016 - 2021""}",,Golf,TSI,1,BlueMotion Trendline,Small Car,manual
804,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,7504c952-8151-52a9-8c6a-55b397034a7b,Golf 1.0 TSI BlueMotion Trendline,E,5,999,63,85,1.72,2016,2021,"{""raw"":""Golf 1.0 TSI BlueMotion Trendline\nE\n5\n999\n 63 (85)\n1.72\n2016 - 2021""}",,Golf,TSI,1,BlueMotion Trendline,Small Car,manual
805,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,ed0ea3d2-223a-5889-ac94-0ab0b61f5af3,Golf 1.0 TSI BlueMotion Comfortline Aut.,E,5,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Comfortline Aut.\nE\n5\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Comfortline Aut.,Small Car,automatic
806,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,605ec93c-ab10-591d-bfb5-a2fc2437e23d,Golf 1.0 TSI BlueMotion Comfortline,E,3,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Comfortline\nE\n3\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Comfortline,Small Car,manual
807,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,d2eef558-84cc-5d6b-94d4-32cb02b77644,Golf 1.0 TSI BlueMotion Comfortline Aut.,E,3,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Comfortline Aut.\nE\n3\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Comfortline Aut.,Small Car,automatic
808,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,2b0af95a-592b-58b5-b86f-2337c207bae3,Golf 1.0 TSI BlueMotion Trendline Aut.,E,3,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Trendline Aut.\nE\n3\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Trendline Aut.,Small Car,automatic
809,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,67fa0c6e-a243-59b4-89a6-7426ade6229d,Golf 1.0 TSI BlueMotion Trendline,E,3,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Trendline\nE\n3\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Trendline,Small Car,manual
810,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,c65b84dd-70ce-5bec-8ccd-dd92d5164563,Golf 1.0 TSI BlueMotion Trendline,E,5,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Trendline\nE\n5\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Trendline,Small Car,manual
