id,make,model,submodel,modification_key,modification,fuel,door_count,capacity,power1,power2,weight,construction_start,construction_end,meta,final_submodel,parsed_model,parsed_engine_type,parsed_engine_size,parsed_options,parsed_category,parsed_transmission
811,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,e20bbaa8-7ba8-52e9-9b66-2b6a2408eb3e,Golf 1.0 TSI BlueMotion Trendline Aut.,E,5,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Trendline Aut.\nE\n5\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Trendline Aut.,Small Car,automatic
812,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,a2ea0559-c031-54a8-9575-ae9ef8cfa65d,Golf 1.0 TSI BlueMotion Comfortline,E,5,999,81,110,1.72,2016,2018,"{""raw"":""Golf 1.0 TSI BlueMotion Comfortline\nE\n5\n999\n 81 (110)\n1.72\n2016 - 2018""}",,Golf,TSI,1,BlueMotion Comfortline,Small Car,manual
813,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,6e194b20-2ee9-592a-a0b4-ceaf2b3f0e0c,Golf 1.4 TSI BlueMotion Comfortline,E,5,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Comfortline\nE\n5\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Comfortline,Small Car,manual
814,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,13a5e8f0-1729-5131-9d92-56363cebf13d,Golf 1.4 TSI BlueMotion Comfortline Aut.,E,5,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Comfortline Aut.\nE\n5\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Comfortline Aut.,Small Car,automatic
815,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,471d58a3-ef36-5a2e-8509-78a1227e8f69,Golf 1.4 TSI BlueMotion Highline,E,5,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline\nE\n5\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline,Small Car,manual
816,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,dfe67214-911f-5682-884f-f3866467f62e,Golf 1.4 TSI BlueMotion Highline Aut.,E,5,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline Aut.\nE\n5\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline Aut.,Small Car,automatic
817,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,f7928b40-4535-5b8d-a8d0-d7cb98b2b8bb,Golf 1.4 TSI BlueMotion Highline Aut.,E,3,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline Aut.\nE\n3\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline Aut.,Small Car,automatic
818,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,5437b95f-b868-5661-80a0-873568efee58,Golf 1.4 TSI BlueMotion Highline,E,3,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline\nE\n3\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline,Small Car,manual
819,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,d6bce509-8106-56c7-ab0c-33a4f3484feb,Golf 1.4 TSI BlueMotion Comfortline,E,3,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Comfortline\nE\n3\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Comfortline,Small Car,manual
820,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,747a5a80-b2ea-550f-8db8-909b79fdab08,Golf 1.4 TSI BlueMotion Comfortline Aut.,E,3,1395,92,125,1.75,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Comfortline Aut.\nE\n3\n1395\n 92 (125)\n1.75\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Comfortline Aut.,Small Car,automatic
821,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,a0952f7b-2e46-5fd0-a066-5a0da2dde8d1,Golf 1.5 TSI BlueMotion Highline,E,5,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline\nE\n5\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline,Small Car,manual
822,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,11f92573-5e0a-560e-ac40-8b4d7f2e1876,Golf 1.5 TSI BlueMotion Highline Aut.,E,3,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline Aut.\nE\n3\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline Aut.,Small Car,automatic
823,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,477da6b0-4aed-5e92-b4d2-4486a9dadfbb,Golf 1.5 TSI BlueMotion Comfortline,E,5,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Comfortline\nE\n5\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Comfortline,Small Car,manual
824,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,0d9cc5a6-df28-5ff1-8264-306e2d5cc9eb,Golf 1.5 TSI BlueMotion Comfortline Aut.,E,5,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Comfortline Aut.\nE\n5\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Comfortline Aut.,Small Car,automatic
825,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,062892f0-b5a6-5ecd-b226-10ff7e9a5ec3,Golf 1.5 TSI BlueMotion Highline Aut.,E,5,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline Aut.\nE\n5\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline Aut.,Small Car,automatic
826,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,e4c74f81-fc82-55ff-a411-dea588cc8cd0,Golf 1.5 TSI BlueMotion Comfortline,E,3,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Comfortline\nE\n3\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Comfortline,Small Car,manual
827,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,6c58f6f8-1a07-53f8-ae3e-5c5c89221913,Golf 1.5 TSI BlueMotion Highline,E,3,1498,96,130,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline\nE\n3\n1498\n 96 (130)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline,Small Car,manual
828,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,192466ec-ae4c-536c-8601-b4313951118e,Golf 1.5 TSI BlueMotion Highline,E,5,1500,110,149,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline\nE\n5\n1500\n 110 (149)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline,Small Car,manual
829,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,49d676b5-2cbf-5d4d-a140-1846281cf78f,Golf 1.5 TSI BlueMotion Highline Aut.,E,5,1500,110,149,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline Aut.\nE\n5\n1500\n 110 (149)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline Aut.,Small Car,automatic
830,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,8f3a4496-c1a7-5a87-88c2-8fbafb616ebe,Golf 1.5 TSI BlueMotion Highline Aut.,E,3,1500,110,149,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline Aut.\nE\n3\n1500\n 110 (149)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline Aut.,Small Car,automatic
831,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,f06edb31-4471-5c58-b4f0-a156713a7445,Golf 1.5 TSI BlueMotion Highline,E,3,1500,110,149,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Highline\nE\n3\n1500\n 110 (149)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Highline,Small Car,manual
832,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,d073a762-23a2-53e1-a409-c9eb35914a68,Golf 1.4 TSI BlueMotion Highline Aut.,E,5,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline Aut.\nE\n5\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline Aut.,Small Car,automatic
833,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,1712457d-6dd4-50e6-ab0e-4ad216ef79ee,Golf 1.4 TSI BlueMotion Highline,E,5,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline\nE\n5\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline,Small Car,manual
834,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,8a9bc2ff-fd0f-51b1-aa21-20a42a7655ff,Golf 1.4 TSI BlueMotion Comfortline,E,5,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Comfortline\nE\n5\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Comfortline,Small Car,manual
835,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,5240da1f-3dcf-50ec-b036-9792a372b1e3,Golf 1.4 TSI BlueMotion Highline Aut.,E,3,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline Aut.\nE\n3\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline Aut.,Small Car,automatic
836,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,f42b26ba-f456-55be-b334-529dfee8cd4e,Golf 1.4 TSI BlueMotion Highline,E,3,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Highline\nE\n3\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Highline,Small Car,manual
837,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,798c9b70-68e6-5c80-b35b-e2d529df6070,Golf 1.4 TSI BlueMotion R-Line,E,5,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion R-Line\nE\n5\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion R-Line,Small Car,manual
838,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,a5e3d6a8-133f-532c-9179-71aaf3af9c01,Golf 1.4 TSI BlueMotion Comfortline,E,3,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Comfortline\nE\n3\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Comfortline,Small Car,manual
839,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,e6461af2-26bf-5e1e-9cd2-473d9b4ddb21,Golf 1.4 TSI BlueMotion Trendline Aut.,E,5,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Trendline Aut.\nE\n5\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Trendline Aut.,Small Car,automatic
840,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,95e02042-3792-5708-97c6-9a1d63d3b076,Golf 1.4 TSI BlueMotion Trendline,E,5,1395,110,149,1.78,2016,2018,"{""raw"":""Golf 1.4 TSI BlueMotion Trendline\nE\n5\n1395\n 110 (149)\n1.78\n2016 - 2018""}",,Golf,TSI,1.4,BlueMotion Trendline,Small Car,manual
841,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,1af961bc-804f-5412-b3a4-2735354fe6d2,Golf 1.5 TSI BlueMotion Comfortline,E,5,1500,110,149,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Comfortline\nE\n5\n1500\n 110 (149)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Comfortline,Small Car,manual
842,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,8db858ce-045a-5808-a3c0-a59859838648,Golf 1.5 TSI BlueMotion Comfortline Aut.,E,5,1500,110,149,1.78,2016,2021,"{""raw"":""Golf 1.5 TSI BlueMotion Comfortline Aut.\nE\n5\n1500\n 110 (149)\n1.78\n2016 - 2021""}",,Golf,TSI,1.5,BlueMotion Comfortline Aut.,Small Car,automatic
843,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,697efff4-5c9b-57ba-bd86-02f9885f8e8d,Golf 2.0 TSI BlueMotion GTI Performance,E,5,1984,180,244,1.87,2016,2021,"{""raw"":""Golf 2.0 TSI BlueMotion GTI Performance\nE\n5\n1984\n 180 (244)\n1.87\n2016 - 2021""}",,Golf,TSI,2,BlueMotion GTI Performance,Small Car,manual
844,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,39947896-86af-50f9-acc9-cb8803571bc7,Golf 2.0 TSI BlueMotion GTI Performance Aut.,E,5,1984,180,244,1.87,2016,2021,"{""raw"":""Golf 2.0 TSI BlueMotion GTI Performance Aut.\nE\n5\n1984\n 180 (244)\n1.87\n2016 - 2021""}",,Golf,TSI,2,BlueMotion GTI Performance Aut.,Small Car,automatic
845,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,12d2c4e6-eb52-5605-870c-9a6dec79c797,Golf 2.0 TSI BlueMotion GTI Performance,E,3,1984,180,244,1.87,2016,2021,"{""raw"":""Golf 2.0 TSI BlueMotion GTI Performance\nE\n3\n1984\n 180 (244)\n1.87\n2016 - 2021""}",,Golf,TSI,2,BlueMotion GTI Performance,Small Car,manual
846,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,a2f85284-98b1-5da1-9ae3-d7278c34ec7b,Golf 2.0 TSI BlueMotion GTI Performance Aut.,E,3,1984,180,244,1.87,2016,2021,"{""raw"":""Golf 2.0 TSI BlueMotion GTI Performance Aut.\nE\n3\n1984\n 180 (244)\n1.87\n2016 - 2021""}",,Golf,TSI,2,BlueMotion GTI Performance Aut.,Small Car,automatic
847,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,a6046c7a-6769-5bc2-9c23-0447192b8501,Golf 2.0 TSI BlueMotion R 4Motion Aut.,E,5,1984,228,309,1.96,2016,2018,"{""raw"":""Golf 2.0 TSI BlueMotion R 4Motion Aut.\nE\n5\n1984\n 228 (309)\n1.96\n2016 - 2018""}",,Golf,TSI,2,BlueMotion R 4Motion Aut.,Small Car,automatic
848,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,95630692-7c66-573c-9c4c-3a98a62f1a39,Golf 2.0 TSI BlueMotion R 4Motion,E,5,1984,228,309,1.96,2016,2018,"{""raw"":""Golf 2.0 TSI BlueMotion R 4Motion\nE\n5\n1984\n 228 (309)\n1.96\n2016 - 2018""}",,Golf,TSI,2,BlueMotion R 4Motion,Small Car,manual
849,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,2a2c10f0-3474-5f4f-9097-8b796428ca94,Golf 2.0 TSI BlueMotion R 4Motion,E,3,1984,228,309,1.96,2016,2018,"{""raw"":""Golf 2.0 TSI BlueMotion R 4Motion\nE\n3\n1984\n 228 (309)\n1.96\n2016 - 2018""}",,Golf,TSI,2,BlueMotion R 4Motion,Small Car,manual
850,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Hečbekas,26532441-67e4-57b3-ac93-4128d075634b,Golf e-Golf Aut.,ELEKTRA,5,0,100,135,1.98,2016,2021,"{""raw"":""Golf e-Golf Aut.\nELEKTRA\n5\n0\n 100 (135)\n1.98\n2016 - 2021""}",,Golf,e-Golf,,,Small Car,automatic
851,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,5830c117-6adc-5bbe-ae8a-1f61074d665b,Golf Variant 1.6 TDI BlueMotion Trendline,D,5,1598,66,89,1.93,2016,2021,"{""raw"":""Golf Variant 1.6 TDI BlueMotion Trendline\nD\n5\n1598\n 66 (89)\n1.93\n2016 - 2021""}",,Golf Variant,TDI,1.6,BlueMotion Trendline,Estate Car,manual
852,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,afb8f9cc-c729-508d-a848-f97bf14298ff,Golf Variant 1.6 TDI BlueMotion Comfortline,D,5,1598,85,115,1.93,2016,2021,"{""raw"":""Golf Variant 1.6 TDI BlueMotion Comfortline\nD\n5\n1598\n 85 (115)\n1.93\n2016 - 2021""}",,Golf Variant,TDI,1.6,BlueMotion Comfortline,Estate Car,manual
853,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,030f07bb-153b-5d3e-ae2c-047b08c49457,Golf Variant 1.6 TDI BlueMotion Trendline,D,5,1598,85,115,1.93,2016,2021,"{""raw"":""Golf Variant 1.6 TDI BlueMotion Trendline\nD\n5\n1598\n 85 (115)\n1.93\n2016 - 2021""}",,Golf Variant,TDI,1.6,BlueMotion Trendline,Estate Car,manual
854,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,cbcc8086-8ade-566a-b646-1795fedd39b8,Golf Variant 1.6 TDI BlueMotion Comfortline Aut.,D,5,1598,85,115,1.93,2016,2021,"{""raw"":""Golf Variant 1.6 TDI BlueMotion Comfortline Aut.\nD\n5\n1598\n 85 (115)\n1.93\n2016 - 2021""}",,Golf Variant,TDI,1.6,BlueMotion Comfortline Aut.,Estate Car,automatic
855,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,64a286c7-a193-55f8-8ca7-853d5a516482,Golf Variant 1.6 TDI BlueMotion Highline,D,5,1598,85,115,1.93,2016,2021,"{""raw"":""Golf Variant 1.6 TDI BlueMotion Highline\nD\n5\n1598\n 85 (115)\n1.93\n2016 - 2021""}",,Golf Variant,TDI,1.6,BlueMotion Highline,Estate Car,manual
856,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,d2e89a9a-edaa-5e63-8dff-6e51a2be443c,Golf Variant 2.0 TDI BlueMotion Comfortline,D,5,1968,110,149,1.97,2016,2021,"{""raw"":""Golf Variant 2.0 TDI BlueMotion Comfortline\nD\n5\n1968\n 110 (149)\n1.97\n2016 - 2021""}",,Golf Variant,TDI,2,BlueMotion Comfortline,Estate Car,manual
857,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,5dd835f9-8aff-55a2-afc0-51e618d7ed26,Golf Variant 2.0 TDI BlueMotion Highline,D,5,1968,110,149,1.97,2016,2021,"{""raw"":""Golf Variant 2.0 TDI BlueMotion Highline\nD\n5\n1968\n 110 (149)\n1.97\n2016 - 2021""}",,Golf Variant,TDI,2,BlueMotion Highline,Estate Car,manual
858,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,12a4f61b-6717-5591-ae87-a7c222055f41,Golf Variant 2.0 TDI BlueMotion Highline 4Motion,D,5,1968,110,149,1.97,2016,2021,"{""raw"":""Golf Variant 2.0 TDI BlueMotion Highline 4Motion\nD\n5\n1968\n 110 (149)\n1.97\n2016 - 2021""}",,Golf Variant,TDI,2,BlueMotion Highline 4Motion,Estate Car,manual
859,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,4d3cf150-45dc-55e4-9d0b-88b093e34bee,Golf Variant 2.0 TDI BlueMotion GTD,D,5,1968,135,183,1.99,2016,2021,"{""raw"":""Golf Variant 2.0 TDI BlueMotion GTD\nD\n5\n1968\n 135 (183)\n1.99\n2016 - 2021""}",,Golf Variant,TDI,2,BlueMotion GTD,Estate Car,manual
860,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,9cb5c84f-a5bd-5cc8-88aa-e897fc640f4e,Golf Variant 2.0 TDI BlueMotion GTD Aut.,D,5,1968,135,183,1.99,2016,2021,"{""raw"":""Golf Variant 2.0 TDI BlueMotion GTD Aut.\nD\n5\n1968\n 135 (183)\n1.99\n2016 - 2021""}",,Golf Variant,TDI,2,BlueMotion GTD Aut.,Estate Car,automatic
861,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,8ffc2291-5503-5138-9e83-d404378da224,Golf Variant 1.0 TSI BlueMotion Trendline,E,5,999,63,85,1.85,2016,2021,"{""raw"":""Golf Variant 1.0 TSI BlueMotion Trendline\nE\n5\n999\n 63 (85)\n1.85\n2016 - 2021""}",,Golf Variant,TSI,1,BlueMotion Trendline,Estate Car,manual
862,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,ff8f905d-df78-5c1e-8cc0-8055f31d349e,Golf Variant 1.0 TSI BlueMotion Trendline,E,5,999,81,110,1.85,2016,2018,"{""raw"":""Golf Variant 1.0 TSI BlueMotion Trendline\nE\n5\n999\n 81 (110)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1,BlueMotion Trendline,Estate Car,manual
863,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,7b43e058-699c-5d80-b73a-63545d740993,Golf Variant 1.0 TSI BlueMotion Comfortline,E,5,999,81,110,1.85,2016,2018,"{""raw"":""Golf Variant 1.0 TSI BlueMotion Comfortline\nE\n5\n999\n 81 (110)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1,BlueMotion Comfortline,Estate Car,manual
864,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,fd6f491f-45b5-50af-b256-ae7308152581,Golf Variant 1.0 TSI BlueMotion Trendline Aut.,E,5,999,81,110,1.85,2016,2018,"{""raw"":""Golf Variant 1.0 TSI BlueMotion Trendline Aut.\nE\n5\n999\n 81 (110)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1,BlueMotion Trendline Aut.,Estate Car,automatic
865,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,2908778d-5631-5daf-a397-a28ba71695b2,Golf Variant 1.0 TSI BlueMotion Comfortline Aut.,E,5,999,81,110,1.85,2016,2018,"{""raw"":""Golf Variant 1.0 TSI BlueMotion Comfortline Aut.\nE\n5\n999\n 81 (110)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1,BlueMotion Comfortline Aut.,Estate Car,automatic
866,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,85106508-b0e9-5dd2-9ed4-3558df9a1866,Golf Variant 1.4 TSI BlueMotion Comfortline,E,5,1395,92,125,1.85,2016,2018,"{""raw"":""Golf Variant 1.4 TSI BlueMotion Comfortline\nE\n5\n1395\n 92 (125)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1.4,BlueMotion Comfortline,Estate Car,manual
867,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,80cbc0fa-925c-526f-90c5-0feee4325f3f,Golf Variant 1.4 TSI BlueMotion Highline Aut.,E,5,1395,92,125,1.85,2016,2018,"{""raw"":""Golf Variant 1.4 TSI BlueMotion Highline Aut.\nE\n5\n1395\n 92 (125)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1.4,BlueMotion Highline Aut.,Estate Car,automatic
868,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,20ee0a34-f374-5c2b-a0ce-78258fa76585,Golf Variant 1.4 TSI BlueMotion Comfortline Aut.,E,5,1395,92,125,1.85,2016,2018,"{""raw"":""Golf Variant 1.4 TSI BlueMotion Comfortline Aut.\nE\n5\n1395\n 92 (125)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1.4,BlueMotion Comfortline Aut.,Estate Car,automatic
869,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,76835dfe-04e4-5029-8ead-88bdfa3cf60e,Golf Variant 1.4 TSI BlueMotion Highline,E,5,1395,92,125,1.85,2016,2018,"{""raw"":""Golf Variant 1.4 TSI BlueMotion Highline\nE\n5\n1395\n 92 (125)\n1.85\n2016 - 2018""}",,Golf Variant,TSI,1.4,BlueMotion Highline,Estate Car,manual
870,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,fa496881-7256-5f43-ba4d-accba9d2b046,Golf Variant 1.5 TSI BlueMotion Comfortline Aut.,E,5,1498,96,130,1.88,2016,2021,"{""raw"":""Golf Variant 1.5 TSI BlueMotion Comfortline Aut.\nE\n5\n1498\n 96 (130)\n1.88\n2016 - 2021""}",,Golf Variant,TSI,1.5,BlueMotion Comfortline Aut.,Estate Car,automatic
871,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,9e94a7cb-d5f3-5112-aea5-09ed0785cf7b,Golf Variant 1.5 TSI BlueMotion Trendline,E,5,1498,96,130,1.88,2016,2021,"{""raw"":""Golf Variant 1.5 TSI BlueMotion Trendline\nE\n5\n1498\n 96 (130)\n1.88\n2016 - 2021""}",,Golf Variant,TSI,1.5,BlueMotion Trendline,Estate Car,manual
872,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,57f19c26-faa2-5073-9ed1-92b546ee68a5,Golf Variant 1.5 TSI BlueMotion Highline,E,5,1498,96,130,1.88,2016,2021,"{""raw"":""Golf Variant 1.5 TSI BlueMotion Highline\nE\n5\n1498\n 96 (130)\n1.88\n2016 - 2021""}",,Golf Variant,TSI,1.5,BlueMotion Highline,Estate Car,manual
873,VW,GOLF (2012 - 2020) VII,VW GOLF (2012 - 2020) VII Universalas,36ebd1b2-9a82-573d-9b79-00bc68a7c302,Golf Variant 1.5 TSI BlueMotion Highline Aut.,E,5,1498,96,130,1.88,2016,2021,"{""raw"":""Golf Variant 1.5 TSI BlueMotion Highline Aut.\nE\n5\n1498\n 96 (130)\n1.88\n2016 - 2021""}",,Golf Variant,TSI,1.5,BlueMotion Highline Aut.,Estate Car,automatic
